SensorTimestamp,Longitude,Latitude,Air Temperature (Degrees C),Barometric Pressure (inches),Wind Direction (Degrees Magnetic),Wind Direction (Degrees True),Wind Speed (Knot),Wind Speed (Meters/Sec),Barometric Pressure (Millibars)
19/08/2015 05:46:49,-9.26133060455322,53.2275161743164,12.6,29.6835,205.0,200.2,15.6,8.0,1005.2
19/08/2015 05:51:49,-9.26132297515869,53.2275047302246,12.6,29.6835,206.1,201.3,17.1,8.8,1005.2
19/08/2015 05:56:49,-9.26132678985596,53.2275047302246,12.7,29.6865,203.5,198.7,14.7,7.6,1005.3
19/08/2015 06:01:49,-9.26132774353027,53.2275047302246,12.8,29.6865,210.3,205.5,16.5,8.5,1005.3
19/08/2015 06:06:49,-9.26133346557617,53.2275047302246,12.7,29.6865,206.0,201.2,16.2,8.3,1005.3
19/08/2015 06:11:49,-9.26133346557617,53.2275161743164,12.5,29.6865,208.6,203.8,16.7,8.6,1005.3
19/08/2015 06:16:49,-9.26133346557617,53.2275161743164,12.7,29.6806,209.2,204.4,17.1,8.8,1005.1
19/08/2015 06:21:50,-9.26133060455322,53.2275161743164,12.5,29.6865,221.9,217.1,19.2,9.9,1005.3
19/08/2015 06:26:51,-9.26132774353027,53.2275161743164,12.5,29.6865,235.3,230.5,17.1,8.8,1005.3
19/08/2015 06:31:51,-9.26132488250732,53.2275161743164,12.4,29.6835,241.3,236.5,22.2,11.4,1005.2
19/08/2015 06:36:51,-9.26132774353027,53.2275161743164,12.3,29.6835,233.8,229.0,17.1,8.8,1005.2
19/08/2015 06:41:52,-9.26132774353027,53.2275161743164,12.3,29.6894,219.7,214.9,15.6,8.0,1005.4
19/08/2015 06:46:52,-9.26132678985596,53.2275161743164,12.4,29.6924,218.6,213.8,14.9,7.7,1005.5
19/08/2015 06:51:52,-9.26133155822754,53.2275161743164,12.3,29.6865,243.0,238.2,18.4,9.5,1005.3
19/08/2015 06:56:52,-9.26132488250732,53.2275161743164,12.4,29.6924,242.0,237.2,22.6,11.6,1005.5
19/08/2015 07:01:52,-9.26132774353027,53.2275047302246,12.2,29.6924,242.1,237.3,22.1,11.4,1005.5
19/08/2015 07:06:52,-9.26132488250732,53.2275161743164,12.3,29.6954,236.7,231.9,14.8,7.6,1005.6
19/08/2015 07:11:52,-9.26132297515869,53.2275161743164,12.3,29.6924,232.0,227.2,12.7,6.5,1005.5
19/08/2015 07:16:52,-9.26131534576416,53.2275047302246,12.3,29.6894,228.2,223.4,15.4,7.9,1005.4
19/08/2015 07:21:52,-9.26131153106689,53.2275047302246,12.3,29.6924,245.8,241.0,18.7,9.6,1005.5
19/08/2015 07:26:53,-9.26131248474121,53.2275161743164,12.2,29.6924,229.0,224.2,15.6,8.0,1005.5
19/08/2015 07:31:53,-9.26131725311279,53.2275161743164,12.2,29.6954,233.5,228.7,16.2,8.3,1005.6
19/08/2015 07:36:54,-9.26131248474121,53.2275161743164,11.8,29.6924,230.9,226.1,19.3,9.9,1005.5
19/08/2015 07:41:54,-9.26131248474121,53.2275161743164,11.6,29.6954,229.6,224.8,14.9,7.7,1005.6
19/08/2015 07:46:54,-9.26130962371826,53.2275161743164,11.8,29.6983,240.3,235.5,16.3,8.4,1005.7
19/08/2015 07:51:54,-9.26131534576416,53.2275047302246,11.7,29.6924,247.5,242.7,14.7,7.6,1005.5
19/08/2015 07:56:54,-9.26132011413574,53.2275161743164,11.6,29.6983,250.6,245.8,21.9,11.3,1005.7
19/08/2015 08:01:54,-9.26131820678711,53.2275238037109,11.6,29.7042,235.1,230.3,14.8,7.6,1005.9
19/08/2015 08:06:54,-9.26131534576416,53.2275161743164,11.6,29.6983,235.0,230.2,16.4,8.4,1005.7
19/08/2015 08:11:54,-9.26131153106689,53.2275161743164,11.5,29.6983,244.5,239.7,17.2,8.8,1005.7
19/08/2015 08:16:54,-9.26131153106689,53.2275238037109,11.6,29.7013,240.7,235.9,15.8,8.1,1005.8
19/08/2015 08:21:54,-9.26131534576416,53.2275238037109,11.5,29.6983,250.3,245.5,14.9,7.7,1005.7
19/08/2015 08:26:54,-9.26132678985596,53.2275238037109,11.4,29.7013,249.4,244.6,16.2,8.3,1005.8
19/08/2015 08:31:54,-9.26132011413574,53.2275238037109,11.4,29.7013,265.8,261.0,17.1,8.8,1005.8
19/08/2015 08:36:54,-9.26131248474121,53.2275161743164,11.4,29.7013,273.2,268.4,12.4,6.4,1005.8
19/08/2015 08:41:54,-9.26130962371826,53.2275047302246,11.1,29.6954,298.2,293.4,12.9,6.6,1005.6
19/08/2015 08:46:54,-9.26132011413574,53.2275047302246,11.2,29.7131,293.7,288.9,14.0,7.2,1006.2
19/08/2015 08:51:54,-9.26131820678711,53.2274971008301,11.1,29.7160,281.4,276.6,13.7,7.0,1006.3
19/08/2015 08:56:55,-9.26132488250732,53.2274971008301,11.2,29.7101,285.8,281.0,16.2,8.3,1006.1
19/08/2015 09:01:55,-9.26132297515869,53.2274894714355,11.2,29.7101,293.5,288.7,16.1,8.3,1006.1
19/08/2015 09:06:56,-9.26132297515869,53.2274894714355,11.0,29.7072,290.5,285.7,17.5,9.0,1006
19/08/2015 09:11:56,-9.26131820678711,53.2274971008301,11.3,29.7160,284.8,280.0,16.3,8.4,1006.3
19/08/2015 09:16:57,-9.26132202148438,53.2274971008301,11.2,29.7219,278.1,273.3,17.8,9.2,1006.5
19/08/2015 09:21:57,-9.26132774353027,53.2274971008301,11.2,29.7219,275.2,270.4,15.1,7.8,1006.5
19/08/2015 09:26:57,-9.26132488250732,53.2274971008301,11.1,29.7249,283.2,278.4,17.4,9.0,1006.6
19/08/2015 09:31:58,-9.26132297515869,53.2274971008301,11.1,29.7278,269.8,265.0,17.3,8.9,1006.7
19/08/2015 09:36:58,-9.26132297515869,53.2274971008301,11.1,29.7308,287.6,282.8,15.3,7.9,1006.8
19/08/2015 09:41:58,-9.26132488250732,53.2274971008301,11.1,29.7249,253.1,248.3,18.3,9.4,1006.6
25/08/2015 09:10:07,-9.26133632659912,53.2275047302246,9.2,29.4798,109.3,104.5,20.5,10.5,998.3
25/08/2015 09:15:07,-9.2613353729248,53.2275047302246,9.0,29.4798,118.0,113.2,18.4,9.5,998.3
25/08/2015 09:24:42,-9.26134014129639,53.2275047302246,8.9,29.4709,117.7,112.9,28.5,14.7,998
25/08/2015 09:25:32,-9.26134014129639,53.2275047302246,9.0,29.4739,117.4,112.6,26.5,13.6,998.1
25/08/2015 09:25:53,-9.26134014129639,53.2274971008301,9.0,29.4709,111.7,106.9,20.0,10.3,998
25/08/2015 09:30:53,-9.26134586334229,53.2274971008301,9.0,29.4680,120.7,115.9,18.7,9.6,997.9
25/08/2015 09:35:53,-9.26134014129639,53.2274971008301,8.9,29.4709,112.2,107.4,18.4,9.5,998
25/08/2015 09:40:53,-9.26134014129639,53.2274971008301,9.0,29.4680,91.2,86.4,14.0,7.2,997.9
25/08/2015 09:45:53,-9.26134014129639,53.2274971008301,9.2,29.4680,108.4,103.6,17.9,9.2,997.9
25/08/2015 09:50:53,-9.2613410949707,53.2274971008301,9.1,29.4591,121.7,116.9,28.8,14.8,997.6
25/08/2015 09:55:38,-9.26133060455322,53.2275047302246,9.2,29.4562,94.1,89.3,17.4,9.0,997.5
25/08/2015 10:00:38,-9.26132297515869,53.2275047302246,9.1,29.4532,107.5,102.7,27.2,14.0,997.4
25/08/2015 10:05:38,-9.26132297515869,53.2275047302246,9.3,29.4444,108.3,103.5,26.5,13.6,997.1
25/08/2015 10:10:38,-9.26132678985596,53.2275047302246,9.6,29.4473,106.0,101.2,21.6,11.1,997.2
25/08/2015 10:15:38,-9.26132202148438,53.2275161743164,9.6,29.4503,117.1,112.3,24.4,12.6,997.3
25/08/2015 10:20:38,-9.26132488250732,53.2275238037109,9.8,29.4503,116.3,111.5,26.0,13.4,997.3
25/08/2015 10:25:38,-9.26132774353027,53.2275314331055,10.0,29.4414,118.4,113.6,19.5,10.0,997
25/08/2015 10:34:37,-9.26134014129639,53.2275161743164,9.8,29.4207,117.8,113.0,26.1,13.4,996.3
25/08/2015 10:35:05,-9.2613410949707,53.2275161743164,10.0,29.4207,125.8,121.0,29.0,14.9,996.3
25/08/2015 10:40:06,-9.26133632659912,53.2275161743164,10.0,29.4237,126.7,121.9,21.7,11.2,996.4
25/08/2015 10:45:06,-9.26133823394775,53.2275161743164,10.1,29.4266,124.6,119.8,21.6,11.1,996.5
25/08/2015 10:50:06,-9.26133632659912,53.2275161743164,10.3,29.4266,119.9,115.1,26.0,13.4,996.5
25/08/2015 10:55:07,-9.26133632659912,53.2275047302246,10.2,29.4148,118.1,113.3,20.9,10.8,996.1
25/08/2015 11:00:08,-9.26133346557617,53.2274971008301,10.2,29.4119,123.9,119.1,20.4,10.5,996
25/08/2015 11:05:08,-9.26133632659912,53.2275047302246,10.4,29.4148,120.3,115.5,20.3,10.4,996.1
25/08/2015 11:47:43,-9.26132774353027,53.2274971008301,10.8,29.4030,123.7,118.9,19.6,10.1,995.7
25/08/2015 11:52:43,-9.26132774353027,53.2274971008301,10.9,29.4030,128.5,123.7,17.0,8.7,995.7
25/08/2015 11:57:43,-9.26132678985596,53.2274971008301,10.9,29.3941,110.6,105.8,19.3,9.9,995.4
25/08/2015 12:02:43,-9.26133823394775,53.2275047302246,11.2,29.3912,128.1,123.3,18.6,9.6,995.3
25/08/2015 12:07:44,-9.26136207580566,53.2275161743164,11.4,29.3882,151.3,146.5,16.0,8.2,995.2
25/08/2015 12:12:44,-9.26136207580566,53.2275047302246,11.3,29.3941,143.8,139.0,16.2,8.3,995.4
25/08/2015 12:17:44,-9.26133823394775,53.2275238037109,11.4,29.3882,123.7,118.9,21.3,11.0,995.2
25/08/2015 13:05:08,-9.26133823394775,53.2275238037109,12.2,29.4001,134.0,129.2,17.3,8.9,995.6
25/08/2015 13:05:37,-9.26134872436523,53.2275161743164,12.2,29.3941,123.8,119.0,19.5,10.0,995.4
25/08/2015 13:10:38,-9.26134586334229,53.2275161743164,12.3,29.4089,145.5,140.7,15.7,8.1,995.9
25/08/2015 13:15:38,-9.26134300231934,53.2275238037109,12.5,29.4089,148.8,144.0,15.4,7.9,995.9
25/08/2015 13:20:40,-9.2613468170166,53.2275238037109,12.5,29.4060,153.0,148.2,18.3,9.4,995.8
25/08/2015 13:25:40,-9.2613410949707,53.2275314331055,12.5,29.4089,155.5,150.7,18.1,9.3,995.9
25/08/2015 13:30:39,-9.26134300231934,53.2275314331055,12.6,29.4089,167.3,162.5,21.9,11.3,995.9
25/08/2015 13:35:40,-9.26134586334229,53.2275390625,12.7,29.4060,191.8,187.0,26.4,13.6,995.8
25/08/2015 13:46:52,-9.26133346557617,53.2275466918945,11.7,29.4001,169.5,164.7,24.7,12.7,995.6
25/08/2015 13:47:26,-9.26133346557617,53.2275466918945,11.7,29.4030,197.0,192.2,18.1,9.3,995.7
25/08/2015 13:52:26,-9.26133155822754,53.2275390625,11.9,29.3853,226.8,222.0,22.2,11.4,995.1
25/08/2015 13:57:26,-9.26131248474121,53.2275390625,11.6,29.3882,247.5,242.7,26.0,13.4,995.2
25/08/2015 14:02:26,-9.26131820678711,53.2275314331055,11.4,29.3912,249.3,244.5,32.7,16.8,995.3
25/08/2015 14:07:26,-9.26131820678711,53.2275238037109,11.4,29.3971,257.9,253.1,25.1,12.9,995.5
25/08/2015 14:12:26,-9.26131820678711,53.2275238037109,11.4,29.4001,250.8,246.0,27.7,14.3,995.6
25/08/2015 14:17:26,-9.26132202148438,53.2275161743164,11.3,29.4030,255.2,250.4,28.1,14.5,995.7
25/08/2015 14:26:34,-9.26132297515869,53.2275238037109,11.5,29.4089,253.4,248.6,24.2,12.4,995.9
25/08/2015 14:26:54,-9.26132297515869,53.2275238037109,11.4,29.4060,255.2,250.4,23.3,12.0,995.8
25/08/2015 14:31:54,-9.26132011413574,53.2275161743164,11.5,29.4001,242.9,238.1,25.0,12.9,995.6
25/08/2015 14:36:54,-9.26133060455322,53.2275161743164,11.7,29.4030,253.9,249.1,24.4,12.6,995.7
25/08/2015 14:41:54,-9.26132488250732,53.2275161743164,11.6,29.4060,263.7,258.9,26.8,13.8,995.8
25/08/2015 14:46:54,-9.26132488250732,53.2275161743164,11.7,29.4089,247.6,242.8,24.7,12.7,995.9
25/08/2015 14:51:54,-9.26132488250732,53.2275161743164,11.9,29.4060,246.4,241.6,21.9,11.3,995.8
25/08/2015 14:56:54,-9.26133155822754,53.2275047302246,12.0,29.4119,265.6,260.8,26.9,13.8,996
25/08/2015 15:16:23,-9.26132678985596,53.2275047302246,12.4,29.4089,238.2,233.4,20.9,10.8,995.9
25/08/2015 15:21:23,-9.26132774353027,53.2275047302246,12.4,29.4030,258.1,253.3,21.5,11.1,995.7
25/08/2015 15:26:23,-9.26132297515869,53.2274894714355,12.3,29.4001,242.3,237.5,23.7,12.2,995.6
25/08/2015 15:31:23,-9.26131725311279,53.2274894714355,12.2,29.4001,234.9,230.1,21.3,11.0,995.6
25/08/2015 15:36:23,-9.26131248474121,53.227481842041,12.2,29.3971,259.4,254.6,27.9,14.4,995.5
25/08/2015 15:41:23,-9.26132011413574,53.2274894714355,12.3,29.4030,254.6,249.8,23.1,11.9,995.7
25/08/2015 15:46:23,-9.2613353729248,53.2274894714355,12.4,29.4089,235.8,231.0,16.9,8.7,995.9
25/08/2015 15:54:16,-9.2613468170166,53.2274971008301,12.3,29.4178,245.6,240.8,20.0,10.3,996.2
25/08/2015 15:54:50,-9.26135063171387,53.2275047302246,12.3,29.4178,228.7,223.9,16.8,8.6,996.2
25/08/2015 15:59:50,-9.26135063171387,53.2275047302246,12.2,29.4178,246.4,241.6,23.9,12.3,996.2
25/08/2015 16:04:51,-9.26134300231934,53.2275047302246,12.3,29.4178,234.4,229.6,24.7,12.7,996.2
25/08/2015 16:09:51,-9.26136493682861,53.2275161743164,12.2,29.4237,244.0,239.2,27.4,14.1,996.4
25/08/2015 16:14:51,-9.26132678985596,53.2275047302246,12.2,29.4355,249.7,244.9,23.3,12.0,996.8
25/08/2015 16:19:51,-9.26131820678711,53.2275238037109,12.3,29.4296,251.4,246.6,22.7,11.7,996.6
25/08/2015 16:23:42,-9.26130485534668,53.2275238037109,12.4,29.4325,261.2,256.4,23.7,12.2,996.7
25/08/2015 16:23:56,-9.26130867004395,53.2275161743164,12.4,29.4325,235.1,230.3,18.4,9.5,996.7
25/08/2015 16:28:56,-9.26130199432373,53.2275314331055,12.3,29.4355,229.3,224.5,20.9,10.8,996.8
25/08/2015 16:33:56,-9.26131534576416,53.2275161743164,12.3,29.4266,252.1,247.3,22.8,11.7,996.5
25/08/2015 16:38:56,-9.26131248474121,53.2275047302246,12.4,29.4384,254.5,249.7,25.6,13.2,996.9
25/08/2015 16:43:56,-9.26132011413574,53.2275161743164,12.3,29.4325,243.8,239.0,22.8,11.7,996.7
25/08/2015 16:48:56,-9.26131534576416,53.2275047302246,12.1,29.4296,224.6,219.8,23.7,12.2,996.6
25/08/2015 16:53:56,-9.26132202148438,53.2275161743164,12.1,29.4414,244.7,239.9,17.2,8.8,997
25/08/2015 16:58:56,-9.26132202148438,53.2275161743164,11.9,29.4355,247.1,242.3,27.1,13.9,996.8
25/08/2015 17:07:31,-9.26132011413574,53.2275047302246,11.9,29.4384,241.0,236.2,23.9,12.3,996.9
25/08/2015 17:12:31,-9.26131153106689,53.2275161743164,11.9,29.4355,251.1,246.3,29.3,15.1,996.8
25/08/2015 17:17:31,-9.26132011413574,53.2275161743164,12.0,29.4296,238.0,233.2,25.2,13.0,996.6
25/08/2015 17:22:32,-9.26131820678711,53.2275161743164,12.1,29.4325,235.9,231.1,19.9,10.2,996.7
25/08/2015 17:27:32,-9.26131153106689,53.2275161743164,12.1,29.4296,233.7,228.9,27.1,13.9,996.6
25/08/2015 17:32:33,-9.26131820678711,53.2275047302246,12.3,29.4296,235.4,230.6,19.4,10.0,996.6
25/08/2015 17:37:34,-9.26132297515869,53.2275047302246,12.2,29.4325,229.6,224.8,22.1,11.4,996.7
25/08/2015 17:42:34,-9.26131534576416,53.2275161743164,12.3,29.4296,230.3,225.5,22.6,11.6,996.6
25/08/2015 17:47:34,-9.26131534576416,53.2275161743164,11.9,29.4384,217.9,213.1,25.1,12.9,996.9
25/08/2015 17:52:34,-9.26131725311279,53.2275161743164,11.7,29.4325,205.5,200.7,20.6,10.6,996.7
25/08/2015 17:57:34,-9.26131248474121,53.2275161743164,11.8,29.4296,226.6,221.8,22.3,11.5,996.6
25/08/2015 18:02:34,-9.26131248474121,53.2275161743164,11.9,29.4355,240.6,235.8,25.4,13.1,996.8
25/08/2015 18:07:34,-9.26131820678711,53.2275047302246,11.7,29.4325,225.3,220.5,17.0,8.7,996.7
25/08/2015 18:12:34,-9.26130962371826,53.2275238037109,11.8,29.4384,223.5,218.7,23.0,11.8,996.9
25/08/2015 18:17:34,-9.26130962371826,53.2275161743164,11.8,29.4414,243.2,238.4,22.7,11.7,997
25/08/2015 18:22:34,-9.26130676269531,53.2274971008301,11.9,29.4325,243.8,239.0,18.6,9.6,996.7
25/08/2015 18:27:34,-9.26130867004395,53.2275238037109,11.8,29.4355,215.4,210.6,22.7,11.7,996.8
25/08/2015 18:32:34,-9.2613000869751,53.2275161743164,11.8,29.4355,237.7,232.9,20.2,10.4,996.8
25/08/2015 18:37:34,-9.2613000869751,53.2275161743164,11.8,29.4266,232.6,227.8,21.7,11.2,996.5
25/08/2015 18:42:35,-9.26128578186035,53.2275238037109,11.9,29.4296,253.8,249.0,23.8,12.2,996.6
25/08/2015 18:47:35,-9.26129627227783,53.2275314331055,11.9,29.4325,235.9,231.1,24.2,12.4,996.7
25/08/2015 18:52:35,-9.26129150390625,53.2275314331055,12.0,29.4325,239.8,235.0,24.0,12.3,996.7
25/08/2015 18:57:35,-9.26129817962646,53.2275390625,12.0,29.4325,231.0,226.2,20.2,10.4,996.7
25/08/2015 19:02:35,-9.26129817962646,53.2275390625,11.9,29.4355,235.6,230.8,22.9,11.8,996.8
25/08/2015 19:07:35,-9.26130390167236,53.2275314331055,11.9,29.4325,231.9,227.1,23.4,12.0,996.7
25/08/2015 19:12:35,-9.26131248474121,53.2275238037109,12.0,29.4296,233.7,228.9,20.0,10.3,996.6
25/08/2015 19:17:35,-9.26131248474121,53.2275238037109,11.9,29.4325,245.9,241.1,23.1,11.9,996.7
25/08/2015 19:22:35,-9.26130676269531,53.2275390625,11.9,29.4296,237.6,232.8,20.4,10.5,996.6
25/08/2015 19:27:35,-9.26130485534668,53.2275314331055,11.8,29.4266,244.6,239.8,18.5,9.5,996.5
25/08/2015 19:32:35,-9.26130867004395,53.2275314331055,12.1,29.4325,254.8,250.0,20.9,10.8,996.7
25/08/2015 19:37:35,-9.26132774353027,53.2275390625,12.1,29.4266,229.9,225.1,19.2,9.9,996.5
25/08/2015 19:42:35,-9.26131725311279,53.2275238037109,12.0,29.4325,221.6,216.8,20.0,10.3,996.7
26/08/2015 07:49:47,-9.26130867004395,53.2275238037109,9.5,29.3292,237.8,233.0,19.2,9.9,993.2
26/08/2015 07:54:47,-9.26131534576416,53.2275047302246,9.6,29.3351,231.7,226.9,9.0,4.6,993.4
26/08/2015 07:59:47,-9.26130676269531,53.2275161743164,8.8,29.3351,249.3,244.5,20.6,10.6,993.4
26/08/2015 08:04:47,-9.26131534576416,53.2275161743164,8.9,29.3321,234.5,229.7,15.7,8.1,993.3
26/08/2015 08:09:48,-9.26131534576416,53.2275161743164,9.2,29.3262,260.4,255.6,18.5,9.5,993.1
26/08/2015 08:14:48,-9.26131248474121,53.2275161743164,8.9,29.3321,248.4,243.6,18.6,9.6,993.3
26/08/2015 08:19:49,-9.26131248474121,53.2275161743164,9.2,29.3292,240.8,236.0,16.4,8.4,993.2
26/08/2015 08:24:49,-9.26131248474121,53.2275161743164,9.4,29.3321,241.8,237.0,17.9,9.2,993.3
26/08/2015 08:29:49,-9.26132202148438,53.2275161743164,9.9,29.3292,248.1,243.3,19.2,9.9,993.2
26/08/2015 08:34:49,-9.26132297515869,53.2275161743164,9.7,29.3292,227.5,222.7,17.2,8.8,993.2
26/08/2015 08:39:49,-9.26131725311279,53.2275047302246,10.0,29.3321,240.6,235.8,15.9,8.2,993.3
26/08/2015 08:44:49,-9.26132011413574,53.2275047302246,9.6,29.3321,230.1,225.3,19.6,10.1,993.3
26/08/2015 08:50:00,-9.26132011413574,53.2275047302246,9.6,29.3351,247.4,242.6,21.6,11.1,993.4
26/08/2015 08:50:18,-9.26131820678711,53.2275047302246,9.6,29.3321,234.9,230.1,18.8,9.7,993.3
26/08/2015 08:53:42,-9.26131820678711,53.2275047302246,9.8,29.3321,236.1,231.3,16.7,8.6,993.3
26/08/2015 08:58:42,-9.26131534576416,53.2275047302246,10.0,29.3351,223.7,218.9,20.0,10.3,993.4
26/08/2015 09:03:43,-9.26132202148438,53.2275047302246,10.1,29.3380,236.9,232.1,18.8,9.7,993.5
26/08/2015 09:08:43,-9.26131725311279,53.2275047302246,10.2,29.3351,241.8,237.0,18.3,9.4,993.4
26/08/2015 09:13:43,-9.26131534576416,53.2275047302246,10.1,29.3380,230.5,225.7,18.8,9.7,993.5
26/08/2015 09:18:43,-9.26132297515869,53.2274971008301,10.1,29.3321,243.1,238.3,20.3,10.4,993.3
26/08/2015 09:23:43,-9.26131725311279,53.2275047302246,10.3,29.3351,229.1,224.3,15.4,7.9,993.4
26/08/2015 09:28:43,-9.26131248474121,53.2275047302246,10.3,29.3410,211.6,206.8,16.2,8.3,993.6
26/08/2015 09:33:44,-9.26132297515869,53.2275047302246,10.0,29.3380,231.3,226.5,21.0,10.8,993.5
19/02/2016 09:14:55,-9.26127624511719,53.2275810241699,6.1,29.7131,227.9,223.1,23.0,11.8,1006.2
19/02/2016 09:19:57,-9.26126670837402,53.2275886535645,6.2,29.7042,239.8,235.0,21.0,10.8,1005.9
19/02/2016 09:23:26,-9.26126289367676,53.2275886535645,6.2,29.7072,238.9,234.1,24.7,12.7,1006
19/02/2016 09:28:28,-9.26126766204834,53.2275886535645,6.2,29.7072,240.8,236.0,18.5,9.5,1006
19/02/2016 09:33:28,-9.26125812530518,53.227596282959,6.1,29.7013,237.3,232.5,17.3,8.9,1005.8
19/02/2016 09:49:13,-9.26125812530518,53.227596282959,6.1,29.7042,242.1,237.3,23.4,12.0,1005.9
19/02/2016 09:54:14,-9.26125812530518,53.227596282959,6.0,29.6894,234.1,229.3,23.1,11.9,1005.4
19/02/2016 09:59:15,-9.26125812530518,53.227596282959,6.1,29.6924,231.2,226.4,23.2,11.9,1005.5
19/02/2016 10:04:15,-9.26125812530518,53.227596282959,6.1,29.6894,251.5,246.7,27.0,13.9,1005.4
19/02/2016 10:09:15,-9.26125812530518,53.227596282959,6.2,29.6865,240.2,235.4,23.4,12.0,1005.3
19/02/2016 10:14:15,-9.26125812530518,53.227596282959,6.2,29.6835,248.6,243.8,25.1,12.9,1005.2
19/02/2016 10:19:15,-9.26125812530518,53.227596282959,6.3,29.6835,246.7,241.9,25.7,13.2,1005.2
19/02/2016 10:24:15,-9.26125812530518,53.227596282959,6.3,29.6894,239.9,235.1,23.3,12.0,1005.4
